name,mon_start,tue_start,wed_start,thu_start,fri_start,sat_start,sun_start,hol_start,mon_end,tue_end,wed_end,thu_end,fri_end,sat_end,sun_end,hol_end,businessHours
뉴월드동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 10:00~20:00
참동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,20:00,20:00,20:00,20:00,20:00,18:00,,18:00,"평일 10:00~20:00/토,공휴일 10:00~18:00"
푸른동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,20:00,20:00,20:00,20:00,20:00,18:00,,17:00,평일 10:00~20:00/토 10:00~18:00/공휴일 10:00~17:00
서울종합동물병원방배,10:00,10:00,10:00,10:00,10:00,10:00,,,18:00,18:00,18:00,18:00,18:00,17:00,,,평일 10:00~18:00 / 토요일 10:00~17:00
서울숲동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,20:00,20:00,20:00,20:00,20:00,18:00,18:00,18:00,"평일 09:30~20:00 / 주말,공휴일 09:30~18:00"
반포자이동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,19:00,19:00,19:00,19:00,19:00,18:00,,18:00,"평일 10:00~19:00 / 토,공휴일 10:00~18:00"
이수동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,18:00,,,평일 10:00~20:00 / 토요일 10:00~18:00
도담도담동물병원,9:30,9:30,9:30,9:30,9:30,10:00,10:00,10:00,21:00,21:00,21:00,21:00,21:00,18:30,18:30,18:30,"평일 09:30~21:00 / 주말,공휴일 10:00~18:30"
센트럴동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,20:00,20:00,20:00,20:00,20:00,17:00,,17:00,"평일: 10:00~20:00 / 토,공휴일 10:00~17:00"
하트온동물병원,11:00,11:00,11:00,11:00,11:00,11:00,,11:00,20:00,20:00,20:00,20:00,20:00,17:00,,17:00,"평일 11:00~20:00 / 토,공휴일 11:00~17:00"
강북우리동물의료센터,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,20:00,20:00,20:00,20:00,20:00,20:00,18:00,18:00,"평일,토 09:30~20:00/일,공휴일 09:30~18:00"
웰니스동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,20:00,,,"평일,토요일 10:00~20:00"
김태화종합동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 10:00~19:00 / 토요일 10:00~17:00
24시페토피아동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 09:30~22:00 / 야간(응급) 22:00~09:30
반려동물의료센터 다울,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 09:30~22:00
면목동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,19:00,매일 09:30~20:00/공휴일 10:00~19:00
한사랑동물병원,9:00,9:00,9:00,9:00,9:00,9:00,10:00,,19:00,19:00,19:00,19:00,19:00,18:00,12:00,,평일 09:00~19:00 / 토 09:00~18:00 / 일 10:00~12:00(예약진료)
아이엠동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 09:30~21:00
용마동물병원,,,,,,,,,,,,,,,,,
봉식동물병원,,,,,,,,,,,,,,,,,
마리동물병원,10:30,10:30,10:30,10:30,10:30,10:30,,11:00,19:30,19:30,19:30,19:30,19:30,18:00,,18:00,평일 10:30~19:30 / 토요일 10:30~18:00 / 공휴일 11:00~18:00
압구정동물병원,10:00,10:00,10:00,10:00,10:00,,12:00,12:00,19:00,19:00,19:00,19:00,19:00,,17:00,17:00,"평일 10:00~19:00/일,공휴일 12:00~17:00"
현림종합동물병원,,,,,,,,,,,,,,,,,
서래동물병원,,,,,,,,,,,,,,,,,
GD동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:30,19:30,19:30,19:30,19:30,19:30,19:30,19:30,매일 10:00~19:30
애플동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,22:00,22:00,22:00,22:00,22:00,22:00,18:00,,월~토 10:00~22:00/일 10:00~18:00
24시 로운동물의료센터,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 09:30~09:00 (24시간 진료) / 매일 22:00~09:00 (야간응급진료)
우장동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,20:00,20:00,20:00,20:00,20:00,20:00,,,"평일,토요일 09:30~20:00"
스마일동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,21:00,21:00,21:00,21:00,21:00,19:00,,19:00,"평일 10:00~21:00/토,공휴일 10:00~19:00"
서초힐스동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 10:00~19:00 / 토요일 10:00~17:00
VIP동물의료센터 성북점,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 주간진료 10:00~19:00 / 야간진료 19:00~22:00 / 응급진료 22:00~09:00 (일요일 제외)
이윤세동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,21:00,21:00,21:00,21:00,21:00,21:00,18:00,,"평일,토요일 10:00~21:00 / 일요일 10:00~18:00"
나무동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,19:00,19:00,19:00,19:00,19:00,16:00,,16:00,"평일 10:00~19:00 / 토,공휴일 10:00~16:00(예약진료)"
엘'S동물병원,,,,,,,,,,,,,,,,,
신길 온동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,21:00,21:00,21:00,21:00,21:00,19:00,19:00,19:00,"평일 10:00~21:00/주말,공휴일 10:00~19:00"
고척 원 동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,20:00,20:00,20:00,20:00,20:00,20:00,17:00,,"평일,토요일 10:00~20:00 / 일요일 10:00~17:00"
펫가든동물병원,,,,,,,,,,,,,,,,,
디아크동물병원,,,,,,,,,,,,,,,,,
중앙동물메디컬센터,10:00,10:00,10:00,10:00,10:00,10:00,10:30,10:30,21:30,21:30,21:30,21:30,21:30,21:30,21:30,21:30,"일반진료 평일,토 10:00~21:30/일,공휴일 10:30~21:30 /응급진료 09:30~10:30"
삼성동물병원,10:00,10:00,10:00,10:00,10:00,10:00,15:00,10:00,19:00,19:00,19:00,19:00,19:00,18:00,17:00,18:00,"평일 10:00~19:00/토,공휴일 10:00~18:00/일 15:00~17:00"
펫동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,18:00,,,평일 10:00~19:00/토 10:00~18:00
신정동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,19:00,,,평일 10:00~20:00 / 토요일 10:00~19:00
24시 신도림S동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 10:00~22:00 (일반진료) / 매일 22:00~10:00 (야간진료)
동물병원알루,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,21:30,21:30,21:30,21:30,21:30,21:30,19:00,21:30,매일 09:30~21:30 / 일요일 09:30~19:00
다나은동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,19:00,17:00,19:00,"평일 10:00~20:00 / 토요일,공휴일 10:00~19:00 / 일요일 10:00~17:00 (예약진료)"
봉천현대동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,21:00,21:00,21:00,21:00,21:00,18:00,,,평일 10:00~21:00/토 10:00~18:00
M동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,20:30,20:30,20:30,20:30,20:30,18:00,18:00,,평일 10:00~20:30 / 주말 10:00~18:00
한남동물병원,,,,,,,,,,,,,,,,,
푸른종합동물병원,,,,,,,,,,,,,,,,,
호담동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,20:00,20:00,20:00,20:00,20:00,19:00,,19:00,"평일 10:00~20:00 / 토,공휴일 10:00~19:00"
굿모닝 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,15:00,,,평일 10:00~19:00/토 10:00~15:00
더편한동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,21:00,21:00,21:00,21:00,21:00,19:00,,,평일 10:00~21:00 / 토요일 10:00~19:00
신세계동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,9:30,20:00,20:00,20:00,20:00,20:00,17:00,,17:00,"평일 09:30~20:00 / 토,공휴일 09:30~17:00 (예약진료)"
강아지군대가는날,,,,,,,,,,,,,,,,,
효창동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,19:00,,,"평일,토 10:00~19:00"
서울동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,20:30,20:30,20:30,20:30,20:30,20:30,16:00,,월~토 10:00~20:30 / 일요일 10:00~16:00
유케어종합동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 10:00~20:00
수동물병원,10:00,10:00,10:00,10:00,10:00,,,,20:00,20:00,20:00,20:00,20:00,,,,평일 10:00~20:00
로엘동물병원,9:30,9:30,9:30,9:30,9:30,,11:30,,21:00,21:00,21:00,21:00,21:00,,20:00,,평일 09:30~21:00/일 11:30~20:00
이리온 양재점,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 10:00~21:00
대학로동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,19:00,,,평일 10:00~20:00/토 10:00~19:00
봄빛동물병원,,,,,,,,,,,,,,,,,
쿨독 동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,19:30,19:30,19:30,19:30,19:30,18:30,,,평일 09:30~19:30/토 09:30~18:30
석동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,9:30,20:00,20:00,20:00,20:00,20:00,18:00,,18:00,"평일 09:30~20:00/ 토,공휴일 09:30~18:00"
커비동물병원,10:30,10:30,10:30,10:30,10:30,,,,18:30,18:30,18:30,18:30,18:30,,,,평일 10:30~18:30
금란종합동물병원,10:00,10:00,10:00,10:00,10:00,,,,20:00,20:00,20:00,20:00,20:00,,,,평일 10:00~20:00
스킨앤이어동물병원,9:30,9:30,9:30,9:30,9:30,9:00,,,18:30,18:30,18:30,18:30,18:30,15:00,,,평일 09:30~18:30 / 토요일 09:00~15:00
한양종합동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:30,21:30,21:30,21:30,21:30,21:30,21:30,21:30,매일 09:00~21:30
오주동물병원,,,,,,,,,,,,,,,,,
마루동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,17:00,,,"평일 10:00~19:00/토 10:00~17:00/일,공휴일은 예약진료만 가능"
갤러리아동물병원,,,,,,,,,,,,,,,,,
고덕24시동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 주간진료 10:00~22:00 / 매일 야간진료 22:00~10:00
이든동물의료센터,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,일반진료 09:00~22:00
삼성동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:30,9:00,20:00,20:00,20:00,20:00,20:00,20:00,19:30,20:00,매일 09:00~20:00 / 일 09:30~19:30
행복한동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,19:00,19:00,19:00,19:00,19:00,18:00,,,평일 09:30~19:00 / 토요일 09:30~18:00
애니케어동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,18:00,18:00,18:00,"평일 10:00~19:00/주말,공휴일 10:00~18:00"
우신동물병원,,,,,,,,,,,,,,,,,
가온동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 10:00~21:00
예일동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,21:00,21:00,21:00,21:00,21:00,20:00,,,평일 10:00~21:00 / 토요일 10:00~20:00
신영동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,20:30,20:30,20:30,20:30,20:30,20:30,20:30,20:30,매일 09:30~20:30
에이드 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,일반진료 매일 10:00~22:00/응급진료 매일 22:00~10:00
라파엘동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 09:30~19:00
청담동물병원,,,,,,,,,,,,,,,,,
페트로동물의료원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,20:30,20:30,20:30,20:30,20:30,19:00,19:00,,평일 10:00~20:30 / 주말 10:00~19:00
세명동물병원,9:00,9:00,9:00,9:00,9:00,9:00,,,20:00,20:00,20:00,20:00,20:00,18:30,,,평일 09:00~21:00 (접수마감 20:00)/토 09:00~19:00 (접수마감 18:30)
이을반려동물케어센터,10:00,10:00,10:00,,10:00,10:00,,,19:00,21:00,19:00,,21:00,19:00,,,"월,수,토요일 10:00~19:00 / 화,금요일 10:00~21:00(야간진료)"
로얄동물메디컬센터 강동,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00
서울허브동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,12:00,,,평일 10:00~20:00 / 토요일 10:00~12:00 (100% 예약제)
안정택동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:30,19:30,19:30,19:30,19:30,18:30,,,평일 10:00~20:00(진료마감 19:30)/토 10:00~19:00 (진료마감 18:30)
아프리카동물병원,9:30,9:30,9:30,9:30,9:30,10:00,,10:00,20:00,20:00,20:00,20:00,20:00,19:00,,19:00,"평일 09:30~20:00/토,공휴일 10:00~19:00"
도담동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,11:00,19:00,19:00,19:00,19:00,19:00,18:00,,18:00,평일 10:00~19:00/토 10:00~18:00/공휴일 11:00~18:00
프라임동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 10:00~19:00/ 토 10:00~17:00
좋아서하는동물병원,10:00,10:00,10:00,10:00,10:00,,,,19:00,19:00,19:00,19:00,19:00,,,,평일 10:00~19:00
금강동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 09:30~21:00
쿨펫동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 10:00~22:00
닥터베토벤동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,9:30,20:00,20:00,20:00,20:00,20:00,,19:30,20:00,"평일,공휴일 09:30~20:00 / 토요일 09:30~19:30"
두암한방동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 10:00~19:00
한빛동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,18:00,,,평일 10:00~19:00 / 토 10:00~18:00
대현동물병원,9:30,9:30,9:30,9:30,9:30,9:30,11:00,9:30,19:00,19:00,19:00,19:00,19:00,18:00,18:00,18:00,"평일 09:30~19:00 / 토,공휴일 09:30~18:00 / 일요일 11:00~18:00"
에코동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,,21:00,21:00,21:00,21:00,21:00,18:00,18:00,,평일 09:00~21:00 / 주말 09:00~18:00
24시OK동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,일반진료 매일 09:00~21:00 / 매일 21:00~09:00 입원환자만 관리(응급진료~VIP동물의료센터 청담점 연계진료)
꿈의숲동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,19:30,19:30,19:30,19:30,19:30,15:00,,15:00,"평일 10:00~19:30 / 토,공휴일 10:00~15:00"
한마음동물병원,,,,,,,,,,,,,,,,,
해성동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 09:30~19:00 / 토요일 09:30~17:00
동물치과병원 메이,9:30,9:30,9:30,9:30,9:30,,,11:00,19:00,19:00,19:00,19:00,19:00,,,18:00,평일 09:30~19:00/공휴일 11:00~18:00
이층애고양이동물병원,,,,,,,,,,,,,,,,,
웰펫동물병원,,,,,,,,,,,,,,,,,
포유동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,16:00,,,평일 10:00~19:00 / 토요일 10:00~16:00
꿈이크는동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,19:00,20:00,20:00,매일 10:00~20:00 / 토요일 10:00~19:00
논현동물병원,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00
방학동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,,21:00,21:00,21:00,21:00,21:00,19:00,19:00,,평일 09:30~21:00/주말 09:30~19:00
건국대학교 부속동물병원,9:00,9:00,9:00,9:00,9:00,,9:00,,17:30,17:30,17:30,17:30,17:30,,18:00,,"평일 09:00~17:30/응급의학과 월,수,목,금 14:00~22:00/일 09:00~18:00"
24시 더힐동물의료센터,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 09:00~21:00(일반진료)/21:00~09:00(야간응급진료)
엉클장동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,15:00,,,평일 10:00~19:00/토 10:00~15:00
로이동물병원,10:00,10:00,10:00,10:00,10:00,,10:00,10:00,20:00,20:00,20:00,20:00,20:00,,18:00,18:00,"평일 10:00~20:00 / 일,공휴일 10:00~18:00"
빛가온동물병원,,,,,,,,,,,,,,,,,
태일동물병원,9:00,9:00,9:00,9:00,9:00,9:00,,9:00,18:00,18:00,18:00,18:00,18:00,18:00,,18:00,"평일,토,공휴일 09:00~18:00"
래이동물의료센터,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00
강북동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 10:00~20:00
이상윤동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 10:00~19:00
닥터표동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,20:00,20:00,20:00,20:00,20:00,20:00,,18:00,"평일,토요일 10:00~20:00 /공휴일 10:00~18:00"
이태원동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,18:00,18:00,18:00,18:00,18:00,18:00,18:00,18:00,매일 09:00~18:00
홍상희동물병원,,,,,,,,,,,,,,,,,
메종동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 10:00~21:00
유앤동물의료원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 10:00~19:00
토론토동물병원,,,,,,,,,,,,,,,,,
동물은내친구,9:00,9:00,9:00,9:00,9:00,,11:00,10:00,20:00,20:00,20:00,20:00,20:00,,17:00,18:00,평일 09:00~20:00 / 일요일 11:00~17:00 / 공휴일 10:00~18:00
어울림동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 10:00~19:00 / 토요일 10:00~17:00
경인동물의료센터,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 09:00~21:00 주간/야간 21:00~09:00
신월라온동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,21:00,21:00,21:00,21:00,21:00,21:00,18:00,,"평일,토요일 10:00~21:00 / 일요일 10:00~18:00"
동물병원 위드,9:30,9:30,9:30,9:30,9:30,,,10:00,20:00,20:00,20:00,20:00,20:00,,,18:00,평일 09:30~20:00/공휴일 10:00~18:00
은행나무 종합동물병원,,,,,,,,,,,,,,,,,
나래동물병원,10:00,10:00,10:00,10:00,10:00,9:00,,,18:00,18:00,18:00,18:00,18:00,11:30,,,평일 10:00~18:00 / 토요일 09:00~11:30
다온동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,18:00,,,평일 10:00~20:00 / 토요일 10:00~18:00
시온동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,19:00,,,평일 10:00~19:00 / 토 10:00~19:00
민트동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,20:00,,,평일 10:00~20:00/토 10:00~20:00
문정힐스 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,20:00,20:00,20:00,20:00,20:00,19:00,19:00,,평일 10:00~20:00/주말 10:00~19:00
우리동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:30,19:30,19:30,19:30,19:30,15:30,,,평일 10:00~19:30 / 토요일 10:00~15:30
열린동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,21:00,21:00,21:00,21:00,21:00,21:00,,,"평일,토 09:30~21:00"
아차산동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:30,20:30,20:30,20:30,20:30,19:00,19:00,19:00,"매일 10:00~20:30 / 주말,공휴일 10:00~19:00"
츄츄 동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 09:30~20:00
용강동물병원,9:00,9:00,9:00,9:00,9:00,9:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,19:00,19:00,"평일,토요일 09:00~20:00 / 일,공휴일 10:00~19:00"
강서동물종합병원,10:00,10:00,10:00,10:00,10:00,10:00,,,18:00,18:00,18:00,18:00,18:00,17:00,,,평일 10:00~18:00 / 토요일 10:00~17:00
정말로동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 09:00~21:00
망원 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,15:00,,,평일 10:00~19:00 / 토요일 10:00~15:00
연희동물병원,10:00,10:00,10:00,10:00,10:00,,,,19:00,19:00,19:00,19:00,19:00,,,,평일 10:00~19:00
