name,mon_start,tue_start,wed_start,thu_start,fri_start,sat_start,sun_start,hol_start,mon_end,tue_end,wed_end,thu_end,fri_end,sat_end,sun_end,hol_end,businessHours
미래지동물의료센터,9:00,9:00,9:00,9:00,9:00,9:00,10:00,,22:00,22:00,22:00,22:00,22:00,22:00,19:00,,월~토 09:00~22:00/일 10:00~19:00
태능동물병원,9:40,9:40,9:40,9:40,9:40,9:40,,,18:30,18:30,18:30,18:30,18:30,16:00,,,평일 09:40~18:30/토 09:40~16:00
24시 치유동물의료센터,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00
중곡동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:30,19:30,19:30,14:00,19:30,18:00,,,"월,화,수,금 10:00~19:30 / 목요일 10:00~14:00 / 토요일 10:00~18:00"
라온동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,19:00,19:00,19:00,"평일 10:00~20:00 / 주말,공휴일 10:00~19:00"
행복한동물병원,10:00,10:00,10:00,10:00,10:00,10:00,13:00,13:00,21:00,21:00,21:00,21:00,21:00,21:00,19:00,19:00,"평일,토 10:00~21:00/일,공휴일 13:00~19:00"
아프지말게동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,19:00,,,평일 10:00~20:00 / 토요일 10:00~19:00
송파원 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 10:00~20:00
365동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,20:00,20:00,20:00,20:00,20:00,19:00,17:00,17:00,"평일 09:30~20:00 / 토요일 09:30~19:00 / 일요일,공휴일 09:30~17:00"
경희궁 바른 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:30,19:30,19:30,19:30,19:30,18:00,,,평일 10:00~19:30/토 10:00~18:00
24시 수 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,일반진료 10:00~22:00/응급진료 22:00~10:00
베이동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 10:00~20:00
화신종합동물병원,9:00,9:00,9:00,9:00,9:00,9:00,10:30,,20:00,20:00,20:00,20:00,20:00,20:00,17:30,,"평일,토 09:00~20:00/일 10:30~17:30"
예은동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,20:00,20:00,20:00,20:00,20:00,20:00,18:00,20:00,"평일 09:30~20:00/토,공휴일 09:30~20:00/일 09:30~18:00"
봄봄동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,20:00,20:00,20:00,20:00,20:00,18:00,,18:00,"평일 10:00~20:00/토,공휴일 10:00~18:00"
콩닥동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,21:30,21:30,21:30,21:30,21:30,21:30,19:30,21:30,매일 10:00~21:30 / 일요일 10:00~19:30
수 동물병원,,,,,,,,,,,,,,,,,
해태동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 10:00~20:00
뉴욕동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,19:00,,,평일 10:00~20:00 / 토요일 10:00~19:00
앙리 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:30,19:30,19:30,19:30,19:30,18:00,,,평일 10:00~19:30 / 토요일 10:00~18:00
마리스동물의료센터,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:00,21:00,21:00,21:00,21:00,21:00,18:00,18:00,"평일,토요일 09:00~21:00 / 일,공휴일 09:00~18:00"
박철환동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 09:30~19:00
오늘동물병원,9:00,9:00,9:00,9:00,9:00,9:00,,,19:00,19:00,19:00,19:00,19:00,19:00,,,월~토 09:00~19:00
VIP동물의료센터 노원점,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,주간진료 매일 10:00~19:00/ 야간진료 19:00~09:00(일요일 제외)
수서동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,20:00,,,"평일,토요일 10:00~20:00"
쓰담쓰담동물병원,10:30,10:30,10:30,10:30,10:30,10:30,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 10:30~19:00 / 토요일 10:30~17:00
오류동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,18:00,,,평일 10:00~19:00 / 토요일 10:00~18:00
킴리동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 10:00~19:00
동물의왕국동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 10:00~22:00
24시 우리들동물메디컬센터,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00
미래동물병원,9:30,9:30,9:30,9:30,9:30,10:00,,10:00,19:00,19:00,19:00,19:00,19:00,18:00,,18:00,"평일 09:30~19:00/토,공휴일 10:00~18:00"
강남동물병원,,,,,,,,,,,,,,,,,
골드퍼피동물병원 공릉점,11:00,11:00,11:00,11:00,11:00,11:00,11:00,11:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 11:00~22:00
아이윌24시동물병원,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00
오즈동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,13:00,18:30,18:30,18:30,18:30,18:30,17:00,17:00,17:00,평일 10:00~18:30 / 주말 10:00~17:00 / 공휴일 13:00~17:00
클로버동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:30,19:30,19:30,19:30,19:30,18:00,,,평일 10:00~19:30 / 토요일 10:00~18:00
가든펫동물병원,10:00,10:00,10:00,10:00,10:00,,,,16:00,16:00,16:00,16:00,16:00,,,,평일 10:00~16:00
한빛동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,9:30,19:30,19:30,19:30,19:30,19:30,17:30,,17:30,"평일 09:30~19:30/토,공휴일 09:30~17:30"
신풍동물병원,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00
산책동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,16:00,,,평일 10:00~19:00 / 토요일 10:00~16:00
한양동물메디컬센터,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 09:00~22:00
우신종합동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,일반진료 10:00~21:00/ 응급진료 22:00~10:00
아크리스동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 10:00~19:00
이황동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,18:00,,,평일 10:00~19:00 / 토요일 10:00~18:00
아이러브펫동물병원 신도림점,11:00,11:00,11:00,11:00,11:00,11:00,11:00,11:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 11:00~21:00
우리덕구동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,18:30,18:30,18:30,18:30,18:30,16:30,,,평일 10:00~19:00(진료마감 18:30)/토 10:00~17:00(진료마감 16:30)
한국동물영상의학센터,11:00,11:00,11:00,11:00,11:00,11:00,11:00,11:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 11:00~21:00
사랑동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 10:00~19:00
바른동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,18:30,18:30,18:30,18:30,18:30,18:00,,,평일 10:00~18:30 / 토요일 10:00~18:00
대한동물병원,10:00,10:00,10:00,10:00,10:00,9:00,,,19:00,19:00,19:00,19:00,19:00,18:00,,,평일 10:00~19:00/토 09:00~18:00
하니동물의료센터,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 09:30~22:00
현대종합동물병원,9:00,9:00,9:00,9:00,9:00,9:00,10:00,10:00,21:00,21:00,21:00,21:00,21:00,21:00,20:00,20:00,"평일,토 09:00~21:00/일,공휴일 10:00~20:00"
동물메디컬센터W,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,주간진료 10:00~19:00 / 야간진료 19:00~23:00 / 심야진료 23:00~06:00 / 야간진료 06:00~10:00
나래동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,21:00,21:00,21:00,21:00,21:00,20:00,,,평일 10:00~21:00(접수는 20:00까지)/토 10:00~20:00(접수는 19:00까지)
보람동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,21:00,21:00,21:00,21:00,21:00,21:00,,,월~토 09:30~21:00
동서울동물병원,,,,,,,,,,,,,,,,,
러브펫동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 09:00~21:00
원동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,19:00,19:00,19:00,19:00,19:00,15:00,,15:00,"평일 10:00~19:00 / 토요일,공휴일 10:00~15:00"
세인트필립동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,19:00,19:00,19:00,19:00,19:00,18:00,,18:00,"평일 10:00~19:00/토,공휴일 10:00~18:00"
응암동물병원,9:00,9:00,9:00,9:00,9:00,9:00,,9:00,20:00,20:00,20:00,20:00,20:00,16:00,,16:00,"평일 09:00~20:00 / 토,공휴일 09:00~16:00 "
신사동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 09:00~22:00
파파동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,14:00,,,평일 10:00~19:00 / 토요일 10:00~14:00
송이종합동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 09:00~20:00
위드펫 종합동물병원,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,19:00,19:00,19:00,19:00,19:00,18:00,18:00,18:00,"평일 09:30~19:00 / 주말,공휴일 09:30~18:00"
우면동물병원,,,,,,,,,,,,,,,,,
24시 우리동물메디컬센터,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00
대치동물메디컬센터,8:00,8:00,8:00,8:00,8:00,8:00,8:00,8:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,"매일 00:00~24:00 / 일반진료 08:00~22:00 / 야간,응급 22:00~07:00"
위례S동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,,,19:30,19:30,19:30,19:30,19:30,19:30,,,"평일,토 10:00~19:30"
펫트리동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,22:00,22:00,22:00,22:00,22:00,22:00,18:00,,"평일,토 10:00~22:00 (접수는 30분전 마감)/일 10:00~18:00 (접수는 30분전 마감)"
잠실 준25시 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,11:00,,21:00,21:00,21:00,21:00,21:00,21:00,19:00,,"평일,토요일 10:00~21:00 / 일요일 11:00~19:00 (예약진료)"
다나동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,19:00,,,평일 10:00~20:00/토 10:00~19:00
더독동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,19:00,,,평일 10:00~20:00/토 10:00~19:00
로얄동물메디컬센터,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00
도화동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,15:00,,,평일 10:00~19:00 / 토요일 10:00~15:00
두리동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,18:00,,,평일 10:00~20:00 / 토요일 10:00~18:00
오즈동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 10:00~19:00 / 토 10:00~17:00
최영민 동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 10:00~19:00
퍼스동물병원,,,,,,,,,,,,,,,,,
퍼스트동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,19:00,19:00,19:00,"평일 10:00~20:00 /주말,공휴일 10:00~19:00"
구로종합동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,21:00,22:00,18:00,21:00,21:00,16:00,,,"월,목,금 10:00~21:00/화 10:00~22:00/수 10:00~18:00/토 10:00~16:00"
왈츠동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,"매일 10:00~20:00/미용,용품시간 별도"
가로수동물병원,10:00,10:00,10:00,10:00,10:00,10:00,11:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,18:00,19:00,매일 10:00~19:00 / 일요일 11:00~18:00
126.9468697,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,19:00,,,"평일,토요일 10:00~19:00"
어울동물의료센터,11:00,11:00,11:00,11:00,11:00,11:00,11:00,11:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 11:00~21:00
헤이븐동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 10:00~19:00/토 10:00~17:00
유현동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,20:00,20:00,20:00,20:00,20:00,18:00,,,평일 09:30~20:00 /토 09:30~18:00
행복한동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:30,19:30,19:30,19:30,19:30,15:00,,,평일 10:00~19:30 / 토요일 10:00~15:00
두리동물병원,10:30,10:30,10:30,10:30,10:30,10:30,,,19:00,19:00,19:00,19:00,19:00,18:00,,,평일 10:30~19:00 / 토요일 10:30~18:00
하비동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,20:00,20:00,20:00,20:00,20:00,17:00,17:00,17:00,"평일 09:00~21:00(접수마감 20:00) / 주말,공휴일 09:00~18:00 (접수마감 17:00)"
로잔동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,19:00,19:00,19:00,"평일 10:00~20:00/주말,공휴일 10:00~19:00"
조은동물병원,9:00,9:00,9:00,9:00,10:00,9:00,10:00,,21:00,21:00,21:00,20:00,21:00,20:00,19:00,,"월,화,수요일 09:00~21:00 / 목,토요일 09:00~20:00 / 금요일 10:00~21:00 / 일요일 10:00~19:00"
한동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,10:00,19:30,19:30,19:30,19:30,19:30,17:30,,17:00,평일 09:30~19:30 / 토요일 09:30~17:30 / 공휴일 10:00~17:00
하나동물병원,9:00,9:00,9:00,9:00,9:00,9:00,,,19:00,19:00,19:00,19:00,19:00,16:00,,,평일 09:00~19:00 / 토요일 09:00~16:00
위너스 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,18:00,18:00,18:00,18:00,18:00,18:00,,,"평일,토요일 10:00~18:00"
광진동물의료센터,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 09:00~21:00 (주간진료) / 매일 21:00~09:00 (야간진료)
교대동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,19:00,,,"평일,토요일 10:00~19:00 "
웰니스 클리닉 청계천점,10:00,10:00,13:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,18:00,18:00,18:00,"월,화,목,금 10:00~20:00/수 13:00~20:00/주말,공휴일 10:00~18:00"
삼색이 동물병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 09:00~19:00
더블유동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,19:30,19:30,19:30,19:30,19:30,19:00,,,평일 09:30~19:30 / 토요일 09:30~19:00
24시 글로리 동물병원,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,매일 00:00~24:00
24시 예스 동물병원,10:50,10:50,10:50,10:50,10:50,11:00,,11:00,19:30,19:30,19:30,19:30,19:30,18:00,,18:00,"평일 10:50~19:30 / 토,공휴일 11:00~18:00"
24시 시유동물메디컬센터,9:30,9:30,9:30,9:30,9:30,9:30,9:30,9:30,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,일반진료 매일 09:30~21:00/응급진료 21:00~09:30
여의도 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,13:00,,20:00,20:00,20:00,20:00,20:00,20:00,19:00,,월~토 10:00~20:00/일 13:00~19:00
디엔씨동물병원,,,,,,,,,,,,,,,,,
한빛종합동물병원,9:30,9:30,9:30,9:30,9:30,9:30,10:00,10:00,20:00,20:00,20:00,20:00,20:00,19:00,17:00,17:00,"평일 09:30~20:00/토 09:30~19:00/일,공휴일 10:00~17:00 "
세진동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:30,19:30,19:30,19:30,19:30,19:30,19:30,19:30,매일 10:00~19:30
밀리언동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,19:30,19:30,19:30,19:30,19:30,17:30,,,평일 09:30~19:30/토 09:30~17:30
가나동물병원,,,,,,,,,,,,,,,,,
그린동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,18:00,,,평일 10:00~19:00 / 토요일 10:00~18:00
임재성동물의료센터,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,19:00,,,월~토 10:00~19:00
파랑새동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,18:00,,,평일 10:00~20:00/토 10:00~18:00
한빛동물병원,,,,,,,,,,,,,,,,,
주주동물종합병원,9:00,9:00,9:00,9:00,9:00,9:00,9:00,9:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,매일 09:00~22:00
웰튼동물의료센터,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,00:00~24:00
서울동물병원,9:30,9:30,9:30,9:30,9:30,9:00,,10:00,18:00,18:00,18:00,18:00,18:00,17:00,,15:00,평일 09:30~18:00까지/토 09:00~17:00/공휴일 10:00~15:00
사랑동물병원,10:00,10:00,10:00,10:00,10:00,10:00,13:00,10:00,19:30,19:30,19:30,19:30,19:30,19:30,17:00,19:30,매일 10:00~19:30/일 13:00~17:00
연 동물병원,9:00,9:00,9:00,9:00,9:00,9:00,,,20:00,20:00,20:00,20:00,20:00,19:00,,,월~금 09:00~20:00/토 09:00~19:00
금쪽같은내새끼동물병원,,,,,,10:00,10:00,,,,,,,20:00,20:00,,토~일 10:00~20:00
아이봄동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,,20:30,20:30,20:30,20:30,20:30,20:30,16:30,,월~토 10:00~20:30/일 10:00~16:30
서울동물의료센터 별관동,9:00,9:00,9:00,9:00,9:00,,,,21:30,21:30,21:30,21:30,21:30,,,,평일 09:00~21:30
조아동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 09:30~19:00 / 토요일 09:30~17:00
프랜즈동물병원,9:30,9:30,9:30,9:30,9:30,,,,20:00,20:00,20:00,20:00,20:00,,,,평일 09:30~20:00
비비펫동물병원,,,,,,,,,,,,,,,,,
다니엘동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,20:00,20:00,20:00,20:00,20:00,18:00,,,평일 10:00~20:00 / 토요일 10:00~18:00
셀레네동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 10:00~20:00
ZOO동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,,19:00,19:00,19:00,19:00,19:00,17:00,,,평일 10:00~19:00 / 토요일 10:00~17:00
서울햇빛동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,20:00,22:00,20:00,20:00,20:00,18:00,,17:00,"월,수,목,금 10:00~20:00/화 10:00~22:00/토 10:00~18:00/공휴일 10:00~17:00"
힐스타동물병원,10:00,10:00,10:00,10:00,10:00,8:00,,8:00,21:00,19:00,21:00,21:00,19:00,16:00,,16:00,"월,수,목 10:00~21:00/화,금 10:00~19:00/토,공휴일 08:00~16:00/일 08:00~16:00(호텔,용품만 운영)"
와우동물병원,9:30,9:30,9:30,9:30,9:30,9:30,,,19:30,19:30,19:30,19:30,19:30,18:00,,,평일 09:30~19:30 / 토요일 09:30~18:00
브라운동물병원,,,,,,,,,,,,,,,,,
하이유 동물병원,10:00,10:00,10:00,10:00,10:00,10:00,,10:00,20:00,20:00,20:00,20:00,20:00,18:00,,18:00,"평일 10:00~20:00 / 토,공휴일 10:00~18:00"
금호동물병원,10:00,10:00,10:00,10:00,10:00,10:00,12:00,,20:00,20:00,20:00,20:00,20:00,17:30,17:00,,평일 10:00~20:00 / 토요일 10:00~17:30 / 일요일 12:00~17:00
신반포동물병원,,,,,,,,,,,,,,,,,
보람동물병원,,,,,,,,,,,,,,,,,
다나동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,19:00,매일 10:00~19:00
상도힐링동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,매일 10:00~20:00
해피동물병원,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,매일 10:00~21:00
바다동물병원,9:00,9:00,,9:00,9:00,9:00,9:00,,20:00,20:00,,20:00,20:00,19:00,19:00,,"월,화,목,금 09:00~20:00/주말 09:00~19:00"
